image_path,category,product_id,price
data/images/Briefs/42823.jpg,Briefs,42823,
data/images/Briefs/17871.jpg,Briefs,17871,
data/images/Briefs/28050.jpg,Briefs,28050,
data/images/Briefs/50587.jpg,Briefs,50587,
data/images/Briefs/54189.jpg,Briefs,54189,
data/images/Briefs/50985.jpg,Briefs,50985,
data/images/Briefs/47508.jpg,Briefs,47508,
data/images/Briefs/45632.jpg,Briefs,45632,
data/images/Briefs/28898.jpg,Briefs,28898,
data/images/Briefs/51038.jpg,Briefs,51038,
data/images/Briefs/50545.jpg,Briefs,50545,
data/images/Briefs/25385.jpg,Briefs,25385,
data/images/Briefs/25349.jpg,Briefs,25349,
data/images/Briefs/42824.jpg,Briefs,42824,
data/images/Briefs/34605.jpg,Briefs,34605,
data/images/Briefs/32138.jpg,Briefs,32138,
data/images/Briefs/59696.jpg,Briefs,59696,
data/images/Briefs/50589.jpg,Briefs,50589,
data/images/Briefs/27488.jpg,Briefs,27488,
data/images/Briefs/15778.jpg,Briefs,15778,
data/images/Briefs/53536.jpg,Briefs,53536,
data/images/Briefs/28035.jpg,Briefs,28035,
data/images/Briefs/45635.jpg,Briefs,45635,
data/images/Briefs/51835.jpg,Briefs,51835,
data/images/Briefs/28032.jpg,Briefs,28032,
data/images/Briefs/51053.jpg,Briefs,51053,
data/images/Briefs/50542.jpg,Briefs,50542,
data/images/Briefs/57395.jpg,Briefs,57395,
data/images/Briefs/28831.jpg,Briefs,28831,
data/images/Briefs/34602.jpg,Briefs,34602,
data/images/Briefs/25347.jpg,Briefs,25347,
data/images/Briefs/28896.jpg,Briefs,28896,
data/images/Briefs/18698.jpg,Briefs,18698,
data/images/Briefs/18696.jpg,Briefs,18696,
data/images/Briefs/15782.jpg,Briefs,15782,
data/images/Briefs/42410.jpg,Briefs,42410,
data/images/Briefs/28003.jpg,Briefs,28003,
data/images/Briefs/28057.jpg,Briefs,28057,
data/images/Briefs/57368.jpg,Briefs,57368,
data/images/Briefs/53531.jpg,Briefs,53531,
data/images/Dresses/46271.jpg,Dresses,46271,
data/images/Dresses/6873.jpg,Dresses,6873,
data/images/Dresses/6874.jpg,Dresses,6874,
data/images/Dresses/50724.jpg,Dresses,50724,
data/images/Dresses/34062.jpg,Dresses,34062,
data/images/Dresses/6872.jpg,Dresses,6872,
data/images/Dresses/34065.jpg,Dresses,34065,
data/images/Dresses/43508.jpg,Dresses,43508,
data/images/Dresses/31126.jpg,Dresses,31126,
data/images/Dresses/38838.jpg,Dresses,38838,
data/images/Dresses/59896.jpg,Dresses,59896,
data/images/Dresses/38836.jpg,Dresses,38836,
data/images/Dresses/13472.jpg,Dresses,13472,
data/images/Dresses/50723.jpg,Dresses,50723,
data/images/Dresses/48525.jpg,Dresses,48525,
data/images/Dresses/33486.jpg,Dresses,33486,
data/images/Dresses/43302.jpg,Dresses,43302,
data/images/Dresses/6875.jpg,Dresses,6875,
data/images/Dresses/39716.jpg,Dresses,39716,
data/images/Dresses/25971.jpg,Dresses,25971,
data/images/Dresses/31127.jpg,Dresses,31127,
data/images/Dresses/27224.jpg,Dresses,27224,
data/images/Dresses/33225.jpg,Dresses,33225,
data/images/Dresses/7306.jpg,Dresses,7306,
data/images/Dresses/27223.jpg,Dresses,27223,
data/images/Dresses/46285.jpg,Dresses,46285,
data/images/Dresses/46277.jpg,Dresses,46277,
data/images/Dresses/49631.jpg,Dresses,49631,
data/images/Dresses/4987.jpg,Dresses,4987,
data/images/Dresses/59897.jpg,Dresses,59897,
data/images/Dresses/10406.jpg,Dresses,10406,
data/images/Dresses/43509.jpg,Dresses,43509,
data/images/Dresses/4988.jpg,Dresses,4988,
data/images/Dresses/31128.jpg,Dresses,31128,
data/images/Dresses/36750.jpg,Dresses,36750,
data/images/Dresses/57995.jpg,Dresses,57995,
data/images/Dresses/31129.jpg,Dresses,31129,
data/images/Dresses/18897.jpg,Dresses,18897,
data/images/Dresses/26934.jpg,Dresses,26934,
data/images/Dresses/51465.jpg,Dresses,51465,
data/images/Nightdress/52357.jpg,Nightdress,52357,
data/images/Nightdress/52358.jpg,Nightdress,52358,
data/images/Nightdress/52410.jpg,Nightdress,52410,
data/images/Nightdress/52394.jpg,Nightdress,52394,
data/images/Nightdress/51983.jpg,Nightdress,51983,
data/images/Nightdress/51802.jpg,Nightdress,51802,
data/images/Nightdress/52411.jpg,Nightdress,52411,
data/images/Nightdress/52392.jpg,Nightdress,52392,
data/images/Nightdress/52420.jpg,Nightdress,52420,
data/images/Nightdress/52350.jpg,Nightdress,52350,
data/images/Nightdress/52368.jpg,Nightdress,52368,
data/images/Nightdress/52393.jpg,Nightdress,52393,
data/images/Nightdress/51982.jpg,Nightdress,51982,
data/images/Nightdress/59744.jpg,Nightdress,59744,
data/images/Nightdress/52443.jpg,Nightdress,52443,
data/images/Nightdress/52351.jpg,Nightdress,52351,
data/images/Nightdress/52444.jpg,Nightdress,52444,
data/images/Nightdress/52356.jpg,Nightdress,52356,
data/images/Nightdress/52427.jpg,Nightdress,52427,
data/images/Nightdress/52418.jpg,Nightdress,52418,
data/images/Nightdress/52366.jpg,Nightdress,52366,
data/images/Nightdress/52426.jpg,Nightdress,52426,
data/images/Nightdress/52445.jpg,Nightdress,52445,
data/images/Nightdress/52421.jpg,Nightdress,52421,
data/images/Nightdress/52395.jpg,Nightdress,52395,
data/images/Nightdress/59716.jpg,Nightdress,59716,
data/images/Nightdress/39239.jpg,Nightdress,39239,
data/images/Nightdress/52442.jpg,Nightdress,52442,
data/images/Nightdress/51036.jpg,Nightdress,51036,
data/images/Nightdress/55832.jpg,Nightdress,55832,
data/images/Nightdress/52367.jpg,Nightdress,52367,
data/images/Nightdress/52359.jpg,Nightdress,52359,
data/images/Nightdress/39238.jpg,Nightdress,39238,
data/images/Nightdress/52429.jpg,Nightdress,52429,
data/images/Nightdress/50983.jpg,Nightdress,50983,
data/images/Nightdress/52361.jpg,Nightdress,52361,
data/images/Nightdress/59745.jpg,Nightdress,59745,
data/images/Nightdress/52419.jpg,Nightdress,52419,
data/images/Nightdress/52428.jpg,Nightdress,52428,
data/images/Nightdress/52360.jpg,Nightdress,52360,
